DateTime;AirTemperature;ComfortTemperature;RelativeHumidity;WindSpeed;WindDirection;WWCode;EffectiveCloudCover,,,,,
17Apr2020 23:00:00;12,90;12,30;48,90;0,30;10;1;0,0
18Apr2020 0:00:00;11,60;11,10;54,80;0,50;10;0;0,0
18Apr2020 1:00:00;10,40;9,90;59,50;0,50;10;1;0,0
18Apr2020 2:00:00;9,40;9,00;64,00;0,50;10;2;0,0
18Apr2020 3:00:00;8,60;8,20;67,90;0,50;10;0;0,0
18Apr2020 4:00:00;7,80;7,40;70,80;0,80;22;1;0,30
18Apr2020 5:00:00;7,30;6,90;72,60;1,20;27;1;0,50
18Apr2020 6:00:00;7,00;6,70;73,10;1,50;30;1;0,80
18Apr2020 7:00:00;8,70;8,30;66,80;1,20;36;3;0,50
18Apr2020 8:00:00;11,10;10,70;58,50;0,80;46;4;0,30
18Apr2020 9:00:00;14,00;13,50;49,90;0,50;70;0;0,0
18Apr2020 10:00:00;15,90;15,20;42,80;1,00;183;2;0,0
18Apr2020 11:00:00;17,70;16,80;37,00;1,60;205;2;0,0
18Apr2020 12:00:00;19,10;18,10;32,70;2,10;210;0;0,0
18Apr2020 13:00:00;20,60;19,30;27,30;2,60;215;2;0,70
18Apr2020 14:00:00;21,20;19,70;23,90;3,10;218;2;1,30
18Apr2020 15:00:00;21,10;19,30;21,90;3,60;220;2;2,0
18Apr2020 16:00:00;21,50;19,40;18,60;2,90;227;2;2,0
18Apr2020 17:00:00;21,70;19,30;16,10;2,20;238;2;2,0
18Apr2020 18:00:00;21,50;19,00;14,10;1,50;260;2;2,0
18Apr2020 19:00:00;20,60;18,30;16,90;1,20;266;1;1,30
18Apr2020 20:00:00;19,50;17,60;20,50;0,80;276;1;0,70
18Apr2020 21:00:00;18,30;16,70;25,00;0,50;300;0;0,0
18Apr2020 22:00:00;16,70;15,40;29,90;0,70;6;0;0,0
18Apr2020 23:00:00;15,20;14,10;35,80;0,80;68;1;0,0
19Apr2020 0:00:00;13,70;12,90;42,60;1,00;80;0;0,0
19Apr2020 1:00:00;11,90;11,20;48,40;0,70;80;0;0,0
19Apr2020 2:00:00;10,40;9,80;54,30;0,30;80;0;0,0
19Apr2020 3:00:00;9,10;8,60;59,80;0,00;0;0;0,0
19Apr2020 4:00:00;7,90;7,40;63,50;0,50;30;0;0,90
19Apr2020 5:00:00;7,00;6,60;65,90;1,00;30;0;1,70
19Apr2020 6:00:00;6,50;6,10;67,00;1,50;30;3;2,60
19Apr2020 7:00:00;8,50;8,00;59,10;1,20;33;3;1,70
19Apr2020 8:00:00;11,30;10,50;49,80;0,80;38;3;0,90
19Apr2020 9:00:00;14,50;13,60;40,70;0,50;50;0;0,0
19Apr2020 10:00:00;16,90;15,60;30,70;0,80;44;2;0,0
19Apr2020 11:00:00;19,30;17,50;23,30;1,20;41;2;0,0
19Apr2020 12:00:00;21,20;19,10;18,10;1,50;40;0;0,0
19Apr2020 13:00:00;22,30;19,70;13,60;1,70;4;2;0,0
19Apr2020 14:00:00;22,60;19,60;10,70;1,90;250;2;0,0
19Apr2020 15:00:00;21,90;18,80;8,90;2,10;240;0;0,0
19Apr2020 16:00:00;22,10;19,00;9,70;1,70;242;2;0,0
19Apr2020 17:00:00;21,90;19,00;10,70;1,40;245;2;0,0
19Apr2020 18:00:00;21,50;18,70;11,90;1,00;250;0;0,0
19Apr2020 19:00:00;20,20;17,90;15,60;0,80;264;1;0,0
19Apr2020 20:00:00;18,80;16,80;20,40;0,70;318;2;0,0
19Apr2020 21:00:00;17,20;15,70;27,00;0,50;20;0;0,0
19Apr2020 22:00:00;15,80;14,50;31,00;0,70;25;1;0,0
19Apr2020 23:00:00;14,30;13,20;35,70;0,80;28;2;0,0
20Apr2020 0:00:00;13,00;12,10;40,90;1,00;30;0;0,0
20Apr2020 1:00:00;12,40;11,50;43,10;1,00;20;0;0,0
20Apr2020 2:00:00;12,00;11,10;44,80;1,00;10;0;0,0
20Apr2020 3:00:00;11,80;11,00;45,90;1,00;360;0;0,0
20Apr2020 4:00:00;10,20;9,50;50,80;1,00;3;0;0,0
20Apr2020 5:00:00;8,90;8,30;55,20;1,00;7;0;0,0
20Apr2020 6:00:00;7,90;7,40;58,70;1,00;10;0;0,0
20Apr2020 7:00:00;9,30;8,70;54,30;0,80;18;1;0,50
20Apr2020 8:00:00;11,50;10,70;48,00;0,70;31;2;1,0
20Apr2020 9:00:00;14,10;13,20;41,20;0,50;50;0;1,50
20Apr2020 10:00:00;16,70;15,60;34,20;0,80;147;3;1,50
20Apr2020 11:00:00;19,30;18,00;28,70;1,20;183;3;1,50
20Apr2020 12:00:00;21,40;19,90;24,70;1,50;190;2;1,50
20Apr2020 13:00:00;22,70;20,70;19,10;1,50;214;3;2,70
20Apr2020 14:00:00;23,20;20,80;15,30;1,50;246;4;4,0
20Apr2020 15:00:00;22,80;20,10;13,00;1,50;270;6;5,20
20Apr2020 16:00:00;22,90;20,40;14,00;1,50;260;4;4,0
20Apr2020 17:00:00;22,80;20,40;15,30;1,50;250;4;2,70
20Apr2020 18:00:00;22,50;20,30;17,00;1,50;240;2;1,50
20Apr2020 19:00:00;21,00;19,20;21,80;2,40;346;3;1,30
20Apr2020 20:00:00;19,30;18,00;28,20;3,20;24;3;1,20
20Apr2020 21:00:00;17,50;16,60;36,60;4,10;30;1;1,0
20Apr2020 22:00:00;16,20;15,50;41,00;3,20;33;3;1,10
20Apr2020 23:00:00;15,00;14,40;45,80;2,40;38;3;1,10
21Apr2020 0:00:00;13,80;13,30;50,90;1,50;50;1;1,20
21Apr2020 1:00:00;13,40;12,90;52,90;1,90;31;4;2,50
21Apr2020 2:00:00;13,10;12,60;54,40;2,20;19;2;3,90
21Apr2020 3:00:00;13,00;12,60;55,10;2,60;10;6;5,20
21Apr2020 4:00:00;12,20;11,80;58,10;2,50;16;5;5,20
21Apr2020 5:00:00;11,70;11,30;60,20;2,30;22;5;5,20
21Apr2020 6:00:00;11,40;11,00;61,30;2,10;30;6;5,20
21Apr2020 7:00:00;11,60;11,30;61,70;1,90;33;6;5,80
21Apr2020 8:00:00;11,90;11,60;61,90;1,70;36;51;6,50
21Apr2020 9:00:00;12,20;11,90;61,90;1,50;40;0;7,10
21Apr2020 10:00:00;13,30;13,00;57,50;1,00;40;25;6,90
21Apr2020 11:00:00;14,40;14,10;53,50;0,50;40;25;6,80
21Apr2020 12:00:00;15,50;15,10;50,00;0,00;0;6;6,60
21Apr2020 13:00:00;14,60;14,60;58,40;0,70;200;25;6,60
21Apr2020 14:00:00;13,70;13,90;68,60;1,40;200;25;6,60
21Apr2020 15:00:00;12,70;13,10;80,90;2,10;200;80;6,60
21Apr2020 16:00:00;13,00;13,30;75,20;1,60;201;80;6,60
21Apr2020 17:00:00;13,20;13,40;70,40;1,00;203;80;6,60
21Apr2020 18:00:00;13,40;13,40;66,10;0,50;210;25;6,60
21Apr2020 19:00:00;12,80;12,80;68,40;1,20;358;80;6,60
21Apr2020 20:00:00;12,10;12,10;71,00;1,90;8;80;6,60
21Apr2020 21:00:00;11,40;11,40;73,90;2,60;10;25;6,60
21Apr2020 22:00:00;11,10;11,10;74,20;2,50;16;60;6,60
21Apr2020 23:00:00;10,80;10,80;74,50;2,30;22;7;6,60
22Apr2020 0:00:00;10,60;10,50;74,70;2,10;30;0;6,60
22Apr2020 1:00:00;10,20;10,00;75,50;2,30;34;60;6,60
22Apr2020 2:00:00;9,80;8,80;76,00;2,50;37;5;6,60
22Apr2020 3:00:00;9,50;8,40;76,10;2,60;40;80;6,60
22Apr2020 4:00:00;9,10;7,90;79,10;2,80;36;51;6,80
22Apr2020 5:00:00;8,80;7,50;81,60;2,90;33;51;6,90
22Apr2020 6:00:00;8,60;7,20;83,70;3,10;30;80;7,10
22Apr2020 7:00:00;8,80;7,40;80,60;3,10;23;51;7,20
22Apr2020 8:00:00;9,10;7,70;77,30;3,10;17;51;7,20
22Apr2020 9:00:00;9,40;8,00;74,00;3,10;10;2;7,30
22Apr2020 10:00:00;9,80;8,60;72,80;3,10;17;60;7,30
22Apr2020 11:00:00;10,30;10,10;71,70;3,10;23;25;7,30
22Apr2020 12:00:00;10,70;10,50;70,70;3,10;30;7;7,30
22Apr2020 13:00:00;10,40;10,30;73,70;3,10;30;80;7,30
22Apr2020 14:00:00;10,10;10,00;77,10;3,10;30;80;7,30
22Apr2020 15:00:00;9,70;8,60;81,00;3,10;30;80;7,30
22Apr2020 16:00:00;9,50;8,10;77,60;3,30;30;25;7,30
22Apr2020 17:00:00;9,10;7,60;75,00;3,40;30;25;7,30
22Apr2020 18:00:00;8,70;6,90;72,90;3,60;30;2;7,30
22Apr2020 19:00:00;8,40;6,60;73,50;3,40;30;25;6,90
22Apr2020 20:00:00;8,00;6,10;74,50;3,30;30;80;6,60
22Apr2020 21:00:00;7,50;5,70;75,80;3,10;30;1;6,20
22Apr2020 22:00:00;7,20;5,30;74,30;3,10;30;6;6,20
22Apr2020 23:00:00;7,00;5,00;72,70;3,10;30;51;6,20
23Apr2020 0:00:00;6,80;4,70;71,00;3,10;30;6;6,20
23Apr2020 1:00:00;6,30;4,20;72,40;2,90;27;51;6,0
23Apr2020 2:00:00;5,80;3,70;73,40;2,80;24;5;5,90
23Apr2020 3:00:00;5,50;3,40;73,80;2,60;20;5;5,70
23Apr2020 4:00:00;4,90;2,80;75,50;2,60;23;4;5,70
23Apr2020 5:00:00;4,50;2,30;76,50;2,60;27;4;5,70
23Apr2020 6:00:00;4,20;1,90;76,90;2,60;30;5;5,70
23Apr2020 7:00:00;5,30;3,10;68,70;2,80;34;5;5,10
23Apr2020 8:00:00;6,80;4,70;59,80;2,90;37;5;4,60
23Apr2020 9:00:00;8,60;6,60;51,30;3,10;40;0;4,0
23Apr2020 10:00:00;9,50;7,50;44,30;3,40;40;4;4,0
23Apr2020 11:00:00;10,40;9,40;38,40;3,80;40;3;4,0
23Apr2020 12:00:00;11,10;10,00;33,70;4,10;40;4;4,0
23Apr2020 13:00:00;12,00;10,70;31,40;4,10;37;3;3,70
23Apr2020 14:00:00;12,40;11,10;30,10;4,10;33;3;3,30
23Apr2020 15:00:00;12,40;11,10;29,80;4,10;30;3;3,0
23Apr2020 16:00:00;12,60;11,30;29,40;4,10;27;25;2,0
23Apr2020 17:00:00;12,60;11,20;29,40;4,10;23;2;1,0
23Apr2020 18:00:00;12,30;11,00;29,80;4,10;20;0;0,0
23Apr2020 19:00:00;11,50;10,30;32,30;3,80;23;0;0,0
23Apr2020 20:00:00;10,50;9,40;35,40;3,40;26;1;0,0
23Apr2020 21:00:00;9,40;7,30;38,90;3,10;30;0;0,0
23Apr2020 22:00:00;8,40;6,40;42,20;2,60;30;0;0,0
23Apr2020 23:00:00;7,30;6,60;45,70;2,00;30;1;0,0
24Apr2020 0:00:00;6,40;5,80;49,20;1,50;30;0;0,0
24Apr2020 1:00:00;5,40;4,80;54,00;2,00;20;1;0,0
24Apr2020 2:00:00;4,50;2,10;58,50;2,60;14;1;0,0
24Apr2020 3:00:00;3,80;1,00;62,60;3,10;10;0;0,0
24Apr2020 4:00:00;2,70;-0,20;67,20;2,90;16;0;0,0
24Apr2020 5:00:00;1,30;-1,70;73,90;2,80;23;1;0,0
24Apr2020 6:00:00;1,30;-1,60;73,60;2,60;30;0;0,0
24Apr2020 7:00:00;2,80;0,10;67,40;2,60;23;2;0,30
24Apr2020 8:00:00;4,90;2,50;59,00;2,60;17;3;0,70
24Apr2020 9:00:00;7,40;5,40;50,20;2,60;10;0;1,0
24Apr2020 10:00:00;9,40;7,40;36,00;2,80;31;3;1,0
24Apr2020 11:00:00;11,30;9,90;25,90;2,90;53;3;1,0
24Apr2020 12:00:00;12,80;11,10;19,00;3,10;70;1;1,0
24Apr2020 13:00:00;14,50;12,40;14,60;2,90;56;3;1,0
24Apr2020 14:00:00;15,40;13,10;11,80;2,80;38;3;1,0
24Apr2020 15:00:00;15,50;13,10;10,00;2,60;20;1;1,0
24Apr2020 16:00:00;15,40;13,00;9,10;2,80;16;2;1,0
24Apr2020 17:00:00;15,00;12,70;8,40;2,90;13;2;1,0
24Apr2020 18:00:00;14,40;12,10;8,00;3,10;10;1;1,0
24Apr2020 19:00:00;13,30;11,30;10,20;2,20;13;1;1,0
24Apr2020 20:00:00;12,10;10,30;13,20;1,40;20;1;1,0
24Apr2020 21:00:00;10,80;9,20;17,00;0,50;50;1;1,0
24Apr2020 22:00:00;9,40;8,10;20,60;0,80;38;1;0,70
24Apr2020 23:00:00;8,10;7,00;24,80;1,20;33;2;0,30
25Apr2020 0:00:00;6,80;5,90;29,80;1,50;30;0;0,0
25Apr2020 1:00:00;5,70;5,00;33,90;1,50;30;1;0,0
25Apr2020 2:00:00;4,80;4,20;38,10;1,50;30;0;0,0
25Apr2020 3:00:00;4,20;3,70;42,00;1,50;30;0;0,0
25Apr2020 4:00:00;3,30;2,90;45,80;1,20;33;0;0,0
25Apr2020 5:00:00;2,00;1,80;51,10;0,80;38;0;0,0
25Apr2020 6:00:00;2,30;2,00;51,10;0,50;50;0;0,0
25Apr2020 7:00:00;4,30;3,80;46,80;0,50;63;1;0,0
25Apr2020 8:00:00;7,10;6,30;40,90;0,50;77;2;0,0
25Apr2020 9:00:00;10,30;9,20;34,80;0,50;90;0;0,0
25Apr2020 10:00:00;12,30;11,00;29,80;0,80;160;2;0,0
25Apr2020 11:00:00;14,20;12,60;25,80;1,20;190;2;0,0
25Apr2020 12:00:00;15,60;13,90;23,00;1,50;200;0;0,0
25Apr2020 13:00:00;17,30;15,30;18,00;1,70;216;2;0,0
25Apr2020 14:00:00;18,20;15,90;14,90;1,90;230;2;0,0
25Apr2020 15:00:00;18,20;15,70;13,00;2,10;240;0;0,0
25Apr2020 16:00:00;18,60;16,20;14,00;2,10;247;1;0,0
25Apr2020 17:00:00;18,70;16,40;15,40;2,10;253;2;0,0
25Apr2020 18:00:00;18,60;16,40;17,10;2,10;260;0;0,0
25Apr2020 19:00:00;17,40;15,40;18,70;1,80;263;1;0,0
25Apr2020 20:00:00;16,10;14,30;20,70;1,60;267;1;0,0
25Apr2020 21:00:00;14,70;13,00;23,00;1,30;274;0;0,0
25Apr2020 22:00:00;13,30;11,80;25,70;1,00;289;1;0,0
25Apr2020 23:00:00;11,80;10,50;28,60;0,80;323;1;0,0
26Apr2020 0:00:00;10,50;9,30;31,80;0,50;10;0;0,0
26Apr2020 1:00:00;9,30;8,30;36,50;0,30;10;1;0,0
26Apr2020 2:00:00;8,20;7,40;41,20;0,20;10;0;0,0
26Apr2020 3:00:00;7,40;6,70;45,90;0,00;0;0;0,0
26Apr2020 4:00:00;6,70;6,00;46,10;0,20;170;0;0,0
26Apr2020 5:00:00;5,80;5,20;46,70;0,30;170;0;0,0
26Apr2020 6:00:00;6,00;5,30;43,80;0,50;170;0;0,0
26Apr2020 7:00:00;6,90;6,20;41,90;0,70;199;1;0,0
26Apr2020 8:00:00;8,40;7,50;38,60;0,80;219;2;0,0
26Apr2020 9:00:00;10,20;9,10;34,80;1,00;230;0;0,0
26Apr2020 10:00:00;11,90;10,60;28,60;1,50;213;2;0,30
26Apr2020 11:00:00;13,50;11,90;23,60;2,10;205;2;0,50
26Apr2020 12:00:00;14,80;13,00;20,00;2,60;200;1;0,80
26Apr2020 13:00:00;16,60;14,60;18,80;2,50;197;3;0,90
26Apr2020 14:00:00;17,70;15,60;18,50;2,30;194;3;1,10
26Apr2020 15:00:00;18,10;16,10;19,00;2,10;190;1;1,20
26Apr2020 16:00:00;18,60;16,60;19,10;2,30;219;3;2,70
26Apr2020 17:00:00;18,90;16,80;19,50;2,50;250;3;4,20
26Apr2020 18:00:00;18,90;16,90;20,10;2,60;270;6;5,70
26Apr2020 19:00:00;18,20;16,40;21,80;1,90;273;2;5,0
26Apr2020 20:00:00;17,40;15,70;23,70;1,20;281;2;4,20
26Apr2020 21:00:00;16,50;14,90;26,00;0,50;310;4;3,50
26Apr2020 22:00:00;14,80;13,50;31,00;0,50;337;2;3,20
26Apr2020 23:00:00;13,10;12,00;36,90;0,50;13;3;2,90
27Apr2020 0:00:00;11,50;10,60;43,80;0,50;40;3;2,60
27Apr2020 1:00:00;10,50;9,70;47,20;1,00;40;4;1,70
27Apr2020 2:00:00;9,70;9,00;50,30;1,60;40;3;0,90
27Apr2020 3:00:00;9,10;7,70;53,00;2,10;40;0;0,0
27Apr2020 4:00:00;8,30;7,70;56,00;1,60;39;0;1,20
27Apr2020 5:00:00;7,30;6,70;60,00;1,00;37;0;2,30
27Apr2020 6:00:00;7,40;6,90;59,40;0,50;30;4;3,50
27Apr2020 7:00:00;9,30;8,70;53,00;0,50;37;4;3,50
27Apr2020 8:00:00;11,80;11,00;45,60;0,50;43;4;3,50
27Apr2020 9:00:00;14,60;13,60;38,50;0,50;50;0;3,50
27Apr2020 10:00:00;16,50;15,30;32,90;0,80;313;3;3,30
27Apr2020 11:00:00;18,30;16,90;28,40;1,20;277;3;3,20
27Apr2020 12:00:00;19,70;18,10;25,00;1,50;270;3;3,0
27Apr2020 13:00:00;20,40;18,60;22,30;1,90;251;3;4,10
27Apr2020 14:00:00;20,50;18,60;20,70;2,20;239;25;5,10
27Apr2020 15:00:00;19,80;17,80;20,10;2,60;230;6;6,20
27Apr2020 16:00:00;19,70;17,90;22,00;2,60;257;3;6,10
27Apr2020 17:00:00;19,40;17,70;24,60;2,60;293;25;6,10
27Apr2020 18:00:00;18,70;17,30;28,00;2,60;320;6;6,0
27Apr2020 19:00:00;17,60;16,40;31,10;3,00;344;25;5,0
27Apr2020 20:00:00;16,30;15,20;35,00;3,30;5;2;4,0
27Apr2020 21:00:00;14,90;14,00;39,70;3,60;20;3;3,0
27Apr2020 22:00:00;13,70;12,90;43,30;2,90;18;2;2,0
27Apr2020 23:00:00;12,50;11,80;47,10;2,20;15;3;1,0
28Apr2020 0:00:00;11,40;10,70;51,00;1,50;10;0;0,0
28Apr2020 1:00:00;10,30;9,70;55,00;1,00;10;1;0,0
28Apr2020 2:00:00;9,30;8,80;58,40;0,50;10;0;0,0
28Apr2020 3:00:00;8,70;8,20;61,00;0,00;0;0;0,0
28Apr2020 4:00:00;7,40;7,00;65,50;0,20;40;0;0,0
28Apr2020 5:00:00;6,10;5,70;70,70;0,30;40;0;0,0
28Apr2020 6:00:00;5,80;5,40;70,80;0,50;40;0;0,0
28Apr2020 7:00:00;7,60;7,10;62,60;0,50;53;1;0,0
28Apr2020 8:00:00;9,90;9,30;53,50;0,50;67;2;0,0
28Apr2020 9:00:00;12,60;11,80;44,80;0,50;80;0;0,0
28Apr2020 10:00:00;14,00;12,90;36,90;1,00;260;2;0,40
28Apr2020 11:00:00;15,30;13,90;30,60;1,60;260;2;0,80
28Apr2020 12:00:00;16,20;14,60;25,90;2,10;260;1;1,20
28Apr2020 13:00:00;17,50;15,80;23,20;2,10;250;3;1,20
28Apr2020 14:00:00;18,20;16,40;21,60;2,10;240;3;1,20
28Apr2020 15:00:00;18,20;16,30;21,00;2,10;230;1;1,20
28Apr2020 16:00:00;18,70;16,70;18,90;1,70;239;3;0,80
28Apr2020 17:00:00;19,00;16,80;17,30;1,40;254;2;0,40
28Apr2020 18:00:00;19,00;16,70;16,00;1,00;280;0;0,0
28Apr2020 19:00:00;18,10;16,00;18,90;0,70;280;1;0,0
28Apr2020 20:00:00;17,00;15,20;22,50;0,30;280;1;0,0
28Apr2020 21:00:00;15,80;14,30;27,00;0,00;0;0;0,0
28Apr2020 22:00:00;14,50;13,20;31,10;0,00;0;0;0,0
28Apr2020 23:00:00;13,20;12,10;35,70;0,00;0;1;0,0
29Apr2020 0:00:00;12,00;11,00;40,90;0,00;0;0;0,0
29Apr2020 1:00:00;11,00;10,10;44,70;0,00;0;1;0,0
29Apr2020 2:00:00;10,10;9,40;48,20;0,00;0;0;0,0
29Apr2020 3:00:00;9,50;8,80;51,20;0,00;0;0;0,0
29Apr2020 4:00:00;8,10;7,50;56,30;0,00;0;0;0,0
29Apr2020 5:00:00;6,50;6,10;62,90;0,00;0;0;0,0
29Apr2020 6:00:00;6,20;5,80;64,50;0,00;0;0;0,0
29Apr2020 7:00:00;7,80;7,10;52,20;0,20;240;1;0,0
29Apr2020 8:00:00;9,90;9,00;40,50;0,30;240;2;0,0
29Apr2020 9:00:00;12,50;11,20;30,80;0,50;240;0;0,0
29Apr2020 10:00:00;14,50;13,00;25,80;0,70;225;2;0,0
29Apr2020 11:00:00;16,40;14,60;21,90;0,80;216;2;0,0
29Apr2020 12:00:00;18,00;16,00;19,00;1,00;210;0;0,0
29Apr2020 13:00:00;19,20;17,00;17,50;1,70;222;2;1,0
29Apr2020 14:00:00;19,70;17,50;16,90;2,40;227;3;2,0
29Apr2020 15:00:00;19,50;17,30;17,00;3,10;230;3;3,0
29Apr2020 16:00:00;19,80;17,60;17,60;2,60;230;3;3,0
29Apr2020 17:00:00;20,00;17,80;18,20;2,00;230;3;3,0
29Apr2020 18:00:00;20,00;17,90;19,10;1,50;230;3;3,0
29Apr2020 19:00:00;19,30;17,40;21,60;1,00;230;3;3,0
29Apr2020 20:00:00;18,50;16,90;24,50;0,50;230;3;3,0
29Apr2020 21:00:00;17,70;16,30;27,90;0,00;0;3;3,0
29Apr2020 22:00:00;16,60;15,40;31,90;0,20;20;3;3,0
29Apr2020 23:00:00;15,50;14,50;36,50;0,30;20;6;3,0
30Apr2020 0:00:00;14,50;13,70;41,60;0,50;20;3;3,0
30Apr2020 1:00:00;13,90;13,10;42,60;0,30;20;6;3,70
30Apr2020 2:00:00;13,40;12,60;43,20;0,20;20;4;4,30
30Apr2020 3:00:00;13,00;12,20;43,60;0,00;0;5;5,0
30Apr2020 4:00:00;13,10;12,30;44,40;0,00;0;5;5,40
30Apr2020 5:00:00;13,20;12,40;45,00;0,00;0;5;5,90
30Apr2020 6:00:00;13,60;12,80;44,80;0,00;0;6;6,30
30Apr2020 7:00:00;14,10;13,40;44,40;0,20;240;6;6,40
30Apr2020 8:00:00;14,80;14,10;43,60;0,30;240;7;6,50
30Apr2020 9:00:00;15,60;14,90;42,50;0,50;240;0;6,60
30Apr2020 10:00:00;16,50;15,60;39,20;0,70;235;5;6,60
30Apr2020 11:00:00;17,30;16,40;36,10;0,80;232;5;6,60
30Apr2020 12:00:00;18,00;17,00;33,50;1,00;230;7;6,60
30Apr2020 13:00:00;18,00;17,10;35,00;1,90;168;80;6,60
30Apr2020 14:00:00;17,80;17,00;37,00;2,70;148;25;6,60
30Apr2020 15:00:00;17,40;16,70;39,60;3,60;140;80;6,60
30Apr2020 16:00:00;16,10;15,70;47,30;2,60;136;80;6,60
30Apr2020 17:00:00;14,70;14,50;57,00;1,50;126;95;6,60
30Apr2020 18:00:00;13,10;13,20;69,30;0,50;70;80;6,60
30Apr2020 19:00:00;13,30;13,40;67,90;0,80;58;25;6,60
30Apr2020 20:00:00;13,50;13,60;66,90;1,20;53;95;6,60
30Apr2020 21:00:00;13,60;13,70;66,20;1,50;50;2;6,60
30Apr2020 22:00:00;13,20;13,30;67,30;1,00;50;25;6,60
30Apr2020 23:00:00;12,90;12,90;68,30;0,50;50;95;6,60
01May2020 0:00:00;12,60;12,60;69,20;0,00;0;6;6,60
01May2020 1:00:00;12,20;12,20;71,30;0,00;0;5;6,60
01May2020 2:00:00;11,80;11,80;72,90;0,00;0;95;6,60
01May2020 3:00:00;11,60;11,60;73,90;0,00;0;6;6,60
01May2020 4:00:00;11,10;11,20;76,70;0,00;0;25;6,30
01May2020 5:00:00;10,70;10,70;79,60;0,00;0;5;6,0
01May2020 6:00:00;10,70;10,80;80,10;0,00;0;5;5,70
01May2020 7:00:00;11,20;11,30;79,40;0,20;180;25;6,0
01May2020 8:00:00;11,90;12,00;77,60;0,30;180;5;6,30
01May2020 9:00:00;12,70;12,90;75,10;0,50;180;0;6,60
01May2020 10:00:00;14,10;14,30;66,10;0,70;165;4;6,40
01May2020 11:00:00;15,50;15,60;58,40;0,80;156;25;6,20
01May2020 12:00:00;16,80;16,80;52,10;1,00;150;6;6,0
01May2020 13:00:00;16,90;16,90;52,10;1,40;192;17;5,80
01May2020 14:00:00;16,60;16,60;53,10;1,70;218;95;5,70
01May2020 15:00:00;16,10;16,10;55,20;2,10;230;3;5,50
01May2020 16:00:00;16,60;16,40;51,10;2,40;226;5;5,30
01May2020 17:00:00;16,90;16,60;47,70;2,80;223;80;5,20
01May2020 18:00:00;17,10;16,70;44,80;3,10;220;6;5,0
01May2020 19:00:00;15,90;15,70;50,60;2,80;230;80;5,40
01May2020 20:00:00;14,70;14,60;57,30;2,40;341;95;5,80
01May2020 21:00:00;13,40;13,40;65,20;2,10;20;1;6,20
01May2020 22:00:00;12,50;12,50;69,30;1,60;20;4;5,50
01May2020 23:00:00;11,60;11,60;73,60;1,00;20;6;4,70
02May2020 0:00:00;10,80;10,80;77,90;0,50;20;4;4,0
02May2020 1:00:00;10,40;10,40;79,10;0,50;27;5;4,60
02May2020 2:00:00;10,20;10,10;79,80;0,50;33;4;5,10
02May2020 3:00:00;10,00;10,00;80,00;0,50;40;6;5,70
02May2020 4:00:00;10,00;9,90;80,90;0,50;37;5;5,70
02May2020 5:00:00;9,70;9,70;83,00;0,50;33;25;5,70
02May2020 6:00:00;10,30;10,30;80,60;0,50;30;6;5,70
02May2020 7:00:00;11,60;11,70;76,90;0,50;40;6;5,0
02May2020 8:00:00;13,20;13,40;71,80;0,50;50;6;4,20
02May2020 9:00:00;15,10;15,50;66,00;0,50;60;0;3,50
02May2020 10:00:00;16,20;16,30;57,50;1,00;161;25;3,70
02May2020 11:00:00;17,10;17,10;50,40;1,60;184;95;3,80
02May2020 12:00:00;17,90;17,60;44,70;2,10;190;4;4,0
02May2020 13:00:00;18,70;18,40;42,40;2,60;176;25;4,30
02May2020 14:00:00;19,00;18,70;41,40;3,10;167;25;4,70
02May2020 15:00:00;18,90;18,60;41,70;3,60;160;95;5,0
02May2020 16:00:00;16,70;16,70;52,80;2,40;160;95;5,50
02May2020 17:00:00;14,20;14,50;68,10;1,20;160;95;6,10
02May2020 18:00:00;11,50;11,90;89,30;0,00;0;80;6,60
02May2020 19:00:00;11,40;11,80;88,70;0,50;40;80;6,60
02May2020 20:00:00;11,10;11,40;89,00;1,00;40;95;6,60
02May2020 21:00:00;10,70;11,00;89,80;1,50;40;2;6,60
02May2020 22:00:00;10,20;10,40;91,10;1,30;40;4;4,40
02May2020 23:00:00;9,70;9,90;92,20;1,10;40;6;2,20
03May2020 0:00:00;9,30;9,40;92,80;1,00;40;10;0,0
03May2020 1:00:00;8,60;8,60;94,30;1,00;43;45;0,0
03May2020 2:00:00;8,00;8,00;94,60;1,00;47;45;0,0
03May2020 3:00:00;7,70;7,70;93,40;1,00;50;41;0,0
03May2020 4:00:00;7,30;7,20;95,60;1,50;33;45;2,40
03May2020 5:00:00;7,10;6,00;96,20;2,10;25;45;4,70
03May2020 6:00:00;7,20;5,80;94,70;2,60;20;80;7,10
03May2020 7:00:00;7,80;6,90;96,00;2,10;20;10;7,20
03May2020 8:00:00;8,70;8,80;95,90;1,50;20;80;7,20
03May2020 9:00:00;9,70;9,90;94,80;1,00;20;81;7,30
03May2020 10:00:00;10,20;10,50;93,20;0,80;28;80;7,30
03May2020 11:00:00;10,70;11,00;92,00;0,70;41;80;7,30
03May2020 12:00:00;11,00;11,40;91,70;0,50;60;80;7,30
03May2020 13:00:00;11,80;12,20;84,20;0,70;60;80;7,10
03May2020 14:00:00;12,40;12,70;78,70;0,80;240;25;6,80
03May2020 15:00:00;12,60;12,80;75,10;1,00;240;80;6,60
03May2020 16:00:00;13,10;13,30;71,50;1,40;203;80;6,50
03May2020 17:00:00;13,50;13,70;68,20;1,70;181;80;6,30
03May2020 18:00:00;13,90;14,00;65,30;2,10;170;25;6,20
